Artist,Nationality,Gender,Race,Ethnicity,Title,Year
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 1 Calipers 1 Drainpipe Telescope 1 Piping Man,1986
Max Ernst,German,Male,White,Not Hispanic or Latinx,Swamp Angel,1986
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 1 Calipers 1 Drainpipe Telescope 1 Piping Man,1991
Max Ernst,German,Male,White,Not Hispanic or Latinx,La Toilette de la Mariée (Attirement of the Bride),1991
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 1 Calipers 1 Drainpipe Telescope 1 Piping Man,1995
Max Ernst,German,Male,White,Not Hispanic or Latinx,La Toilette de la Mariée (Attirement of the Bride),1995
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 1 Calipers 1 Drainpipe Telescope 1 Piping Man,2001
Max Ernst,German,Male,White,Not Hispanic or Latinx,La Toilette de la Mariée (Attirement of the Bride),2001
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 1 Calipers 1 Drainpipe Telescope 1 Piping Man,2007
Max Ernst,German,Male,White,Not Hispanic or Latinx,La Toilette de la Mariée (Attirement of the Bride),2007
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 1 Calipers 1 Drainpipe Telescope 1 Piping Man,2011
Max Ernst,German,Male,White,Not Hispanic or Latinx,Die Ganze Stadt (The Entire City),2011
Max Klinger,German,Male,White,Not Hispanic or Latinx,The Abduction (from A Glove),2007
Minor White,American,Male,White,Not Hispanic or Latinx,Ritual Branch,1986
Minor White,American,Male,White,Not Hispanic or Latinx,Ritual Branch,1991
Minor White,American,Male,White,Not Hispanic or Latinx,Ritual Branch,1995
Minor White,American,Male,White,Not Hispanic or Latinx,Ritual Branch,2001
Morris Louis,American,Male,White,Not Hispanic or Latinx,Beth Feh,1977
Morris Louis,American,Male,White,Not Hispanic or Latinx,Beth Feh,1986
Morris Louis,American,Male,White,Not Hispanic or Latinx,Blue Veil,1991
Morris Louis,American,Male,White,Not Hispanic or Latinx,Blue Veil,1995
Nadar,French,Male,White,Not Hispanic or Latinx,Sarah Bernhardt,1986
Nadar,French,Male,White,Not Hispanic or Latinx,Sarah Bernhardt,1991
Nadar,French,Male,White,Not Hispanic or Latinx,Sarah Bernhardt,1995
Nadar,French,Male,White,Not Hispanic or Latinx,Sarah Bernhardt,2001
Nadar,French,Male,White,Not Hispanic or Latinx,Théophile Gautier,2007
Nadar,French,Male,White,Not Hispanic or Latinx,Édouard Manet,2011
Odilon Redon,French,Male,White,Not Hispanic or Latinx,"The Balloon Eye, from the series À Edgar Poe",1969
Odilon Redon,French,Male,White,Not Hispanic or Latinx,"The Balloon Eye, from the series À Edgar Poe",1977
Odilon Redon,French,Male,White,Not Hispanic or Latinx,"The Balloon Eye, from the series À Edgar Poe",1986
Odilon Redon,French,Male,White,Not Hispanic or Latinx,"The Balloon Eye, from the series À Edgar Poe",1991
Odilon Redon,French,Male,White,Not Hispanic or Latinx,"The Eye Like a Strange Balloon Mounts Toward Infinity, from the series Edgar A. Poe",1995
Odilon Redon,French,Male,White,Not Hispanic or Latinx,Orpheus,2001
Odilon Redon,French,Male,White,Not Hispanic or Latinx,"The Eye Like a Strange Balloon Mounts Toward Infinity, from the series Edgar A. Poe",2001
Odilon Redon,French,Male,White,Not Hispanic or Latinx,"The Eye Like a Strange Balloon Mounts Toward Infinity, from the series Edgar A. Poe",2007
Odilon Redon,French,Male,White,Not Hispanic or Latinx,"The Eye Like a Strange Balloon Mounts Toward Infinity, from the series Edgar A. Poe",2011
Oscar Gustave Rejlander,Swedish,Male,White,Not Hispanic or Latinx,The Two Paths of Life,1986
Oscar Gustave Rejlander,Swedish,Male,White,Not Hispanic or Latinx,The Two Paths of Life,1991
Oscar Gustave Rejlander,Swedish,Male,White,Not Hispanic or Latinx,The Two Paths of Life,1995
Oscar Gustave Rejlander,Swedish,Male,White,Not Hispanic or Latinx,The Two Paths of Life,2001
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,Self-Portrait,1963
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,Self-Portrait,1969
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,Self-Portrait,1977
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,Self-Portrait,1986
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,Self-Portrait,1991
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,Self-Portrait  ,1995
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,The Bride of the Wind,1995
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,Self-Portrait,2001
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,The Bride of the Wind,2001
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,The Bride of the Wind,2007
Oskar Kokoschka,Austrian,Male,White,Not Hispanic or Latinx,The Bride of the Wind,2011
Otto Dix,German,Male,White,Not Hispanic or Latinx,Dr. Mayer-Hermann,1995
Otto Dix,German,Male,White,Not Hispanic or Latinx,Dr. Mayer-Hermann,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,1963
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,1963
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,1963
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1963
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1963
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1963
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1963
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1963
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,1969
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,1969
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,1969
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1969
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1969
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1969
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1969
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1969
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,1977
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,1977
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,1977
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1977
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1977
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1977
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1977
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1977
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,1986
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,1986
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,1986
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1986
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1986
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1986
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1986
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1986
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,1991
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,1991
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1991
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,1991
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1991
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1991
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1991
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1991
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,1995
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,1995
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Mother and Child,1995
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,1995
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,1995
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,1995
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,1995
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Musicians,1995
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Girl Before a Mirror,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Mother and Child,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Portrait of Ambroise Vollard,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Still Life with Chair Caning,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,The Old Guitarist,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Musicians,2001
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,2007
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,"Guitar, Sheet Music, and Wine Glass",2007
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,2007
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,2007
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Musicians,2007
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Violin,2007
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Guernica,2011
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,"Guitar, Sheet Music, and Wine Glass",2011
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Les Desmoiselles d'Avignon,2011
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Three Dancers,2011
Pablo Picasso,Spanish,Male,White,Hispanic or Latinx,Violin,2011
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Christ in Limbo,1963
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,"Fruit Bowl, Glass, and Apples",1963
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1963
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1963
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Christ in Limbo,1969
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,"Fruit Bowl, Glass, and Apples",1969
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1969
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1969
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Christ in Limbo,1977
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,"Fruit Bowl, Glass, and Apples",1977
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1977
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1977
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Christ in Limbo,1986
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,"Fruit Bowl, Glass, and Apples",1986
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1986
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1986
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1991
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1991
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,1991
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,A Modern Olympia,1995
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,1995
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Self-Portrait,1995
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,1995
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,A Modern Olympia,2001
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,2001
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Self-Portrait  ,2001
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,2001
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire,2007
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,2007
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,2007
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire,2011
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Mont Sainte-Victoire seen from Bibémus Quarry,2011
Paul Cézanne,French,Male,White,Not Hispanic or Latinx,Still Life with Apples in a Bowl,2011
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1963
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1963
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1969
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1969
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1977
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1977
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1986
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1986
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1991
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1991
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Offerings of Gratitude,1995
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),1995
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Where Do We Come From? What Are We? Where Are We Going?,1995
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),2001
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Where Do We Come From? What Are We? Where Are We Going?,2001
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision After the Sermon (Jacob Wrestling with the Angel),2007
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Where Do We Come From? What Are We? Where Are We Going?,2007
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,The Vision after the Sermon (Jacob Wrestling with the Angel),2011
Paul Gauguin,French,Male,White,Not Hispanic or Latinx,Where Do We Come From? What Are We? Where Are We Going?,2011
Paul Jenkins,American,Male,White,Not Hispanic or Latinx,Phenomena Astral Signal,1969
Paul Jenkins,American,Male,White,Not Hispanic or Latinx,Phenomena Astral Signal,1977
Paul Jenkins,American,Male,White,Not Hispanic or Latinx,Phenomena Astral Signal,1986
Paul Jenkins,American,Male,White,Not Hispanic or Latinx,Phenomena Astral Signal,1991
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1963
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1963
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1969
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1969
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1977
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1977
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1986
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1986
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1991
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1991
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,1995
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,1995
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Park near Lu,2001
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,Twittering Machine,2001
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,The Niesen,2007
Paul Klee,Swiss-German,Male,White,Not Hispanic or Latinx,The Niesen,2011
Paul Strand,American,Male,White,Not Hispanic or Latinx,Wire Wheel,2007
Paul Strand,American,Male,White,Not Hispanic or Latinx,Wire Wheel,2011
Paula Modersohn-Becker,German,Female,White,Not Hispanic or Latinx,Self-Portrait,1991
Paula Modersohn-Becker,German,Female,White,Not Hispanic or Latinx,Self-Portrait,1995
Paula Modersohn-Becker,German,Female,White,Not Hispanic or Latinx,Self-Portrait,2001
Paula Modersohn-Becker,German,Female,White,Not Hispanic or Latinx,Self-Portrait,2007
Paula Modersohn-Becker,German,Female,White,Not Hispanic or Latinx,"Selbstbildnis, Halbakt mit Bernsteinkette (Self-Portrait with Amber Necklace)",2011
Peter Henry Emerson,British,Male,White,Not Hispanic or Latinx,Haymaking in the Norfolk Broads,1986
Peter Henry Emerson,British,Male,White,Not Hispanic or Latinx,Haymaking in the Norfolk Broads,1991
Peter Henry Emerson,British,Male,White,Not Hispanic or Latinx,Haymaking in the Norfolk Broads,1995
Peter Henry Emerson,British,Male,White,Not Hispanic or Latinx,Haymaking in the Norfolk Broads,2001
Peter Henry Emerson,British,Male,White,Not Hispanic or Latinx,Poling the Marsh Hay,2007
Peter Henry Emerson,British,Male,White,Not Hispanic or Latinx,Poling the Marsh Hay,2011
Philipp Otto Runge,German,Male,White,Not Hispanic or Latinx,Morning,1995
Philipp Otto Runge,German,Male,White,Not Hispanic or Latinx,Morning  ,2001
Pierre Puvis de Chavannes,French,Male,White,Not Hispanic or Latinx,The Sacred Grove,1991
Pierre Puvis de Chavannes,French,Male,White,Not Hispanic or Latinx,The Sacred Grove; Vision of Antiquity; Christian Inspiration,1995
Pierre Puvis de Chavannes,French,Male,White,Not Hispanic or Latinx,The Sacred Grove,2001
Pierre Puvis de Chavannes,French,Male,White,Not Hispanic or Latinx,The Sacred Grove,2007
Pierre Puvis de Chavannes,French,Male,White,Not Hispanic or Latinx,"The Sacred Grove, Beloved of the Arts and Muses",2011
Pierre-Étienne-Théodore Rousseau,French,Male,White,Not Hispanic or Latinx,A Meadow Bordered by Trees,1991
Pierre-Étienne-Théodore Rousseau,French,Male,White,Not Hispanic or Latinx,A Meadow Bordered by Trees,1995
Pierre-Étienne-Théodore Rousseau,French,Male,White,Not Hispanic or Latinx,A Meadow Bordered by Trees,2001
Pierre-Étienne-Théodore Rousseau,French,Male,White,Not Hispanic or Latinx,"Under the Birches, Evening",2007
Pierre-Étienne-Théodore Rousseau,French,Male,White,Not Hispanic or Latinx,"Under the Birches, Evening",2011
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue, and Yellow",1963
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,Flowering Trees,1963
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue, and Yellow",1969
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,Flowering Trees,1969
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue, and Yellow",1977
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,Flowering Trees,1977
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue, and Yellow",1986
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue, and Yellow",1991
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue, and Yellow",1995
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,Broadway Boogie Woogie,2001
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue, and Yellow",2001
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue and Yellow",2007
Piet Mondrian,Dutch,Male,White,Not Hispanic or Latinx,"Composition with Red, Blue and Yellow",2011
Pompeo Batoni,Italian,Male,White,Not Hispanic or Latinx,First Lord Dundas,2007
Raoul Hausmann,Austrian,Male,White,Not Hispanic or Latinx,ABCD,2007
Raymond Saunders,American,Male,Black or African American,Not Hispanic or Latinx,White Flower Black Flower,1995
Raymond Saunders,American,Male,Black or African American,Not Hispanic or Latinx,White Flower Black Flower,2001
René Magritte,Belgian,Male,White,Not Hispanic or Latinx,Les Promenades d'Euclid,1991
René Magritte,Belgian,Male,White,Not Hispanic or Latinx,Les Promenades d'Euclid,1995
René Magritte,Belgian,Male,White,Not Hispanic or Latinx,Les Promenades d'Euclid,2001
René Magritte,Belgian,Male,White,Not Hispanic or Latinx,The False Mirror,2007
René Magritte,Belgian,Male,White,Not Hispanic or Latinx,The False Mirror,2011
Richard Anuszkiewicz,American,Male,White,Not Hispanic or Latinx,Entrance to Green,1977
Richard Anuszkiewicz,American,Male,White,Not Hispanic or Latinx,Entrance to Green,1986
Richard Anuszkiewicz,American,Male,White,Not Hispanic or Latinx,Entrance to Green,1991
Richard Anuszkiewicz,American,Male,White,Not Hispanic or Latinx,Entrance to Green,1995
Richard Anuszkiewicz,American,Male,White,Not Hispanic or Latinx,Entrance to Green,2001
Richard Estes,American,Male,White,Not Hispanic or Latinx,Food Shop,1995
Richard Estes,American,Male,White,Not Hispanic or Latinx,Food Shop,2001
Richard Hamilton,British,Male,White,Not Hispanic or Latinx,"Just What Is It That Makes Today's Homes So Different, So Appealing?",1991
Richard Hamilton,British,Male,White,Not Hispanic or Latinx,"Just What Is It That Makes Today's Homes So Different, So Appealing?",1995
Richard Hamilton,British,Male,White,Not Hispanic or Latinx,"Just What Is It That Makes Today's Homes So Different, So Appealing?",2001
Richard Hamilton,British,Male,White,Not Hispanic or Latinx,"Just What Is It That Makes Today's Homes So Different, So Appealing?",2007
Richard Hamilton,British,Male,White,Not Hispanic or Latinx,"Just What Is It That Makes Today's Homes So Different, So Appealing?",2011
Robert Capa,Hungarian-American,Male,White,Not Hispanic or Latinx,Death of a Loyalist Soldier,1986
Robert Capa,Hungarian-American,Male,White,Not Hispanic or Latinx,Death of a Loyalist Soldier,1991
Robert Capa,Hungarian-American,Male,White,Not Hispanic or Latinx,Death of a Loyalist Soldier,1995
Robert Capa,Hungarian-American,Male,White,Not Hispanic or Latinx,Death of a Loyalist Solder,2001
Robert Delaunay,French,Male,White,Not Hispanic or Latinx,Simultaneous Contrasts: Sun and Moon,1995
Robert Delaunay,French,Male,White,Not Hispanic or Latinx,Simultaneous Contrasts: Sun and Moon,2001
Robert Delaunay,French,Male,White,Not Hispanic or Latinx,Homage to Blériot,2007
Robert Delaunay,French,Male,White,Not Hispanic or Latinx,Homage to Blériot,2011
Robert Doisneau,French,Male,White,Not Hispanic or Latinx,Side Glance,1986
Robert Doisneau,French,Male,White,Not Hispanic or Latinx,Side Glance,1991
Robert Doisneau ,French,Male,White,Not Hispanic or Latinx,Side Glance,1995
Robert Frank,Swiss,Male,White,Not Hispanic or Latinx,"Santa Fe, New Mexico",1986
Robert Frank,Swiss,Male,White,Not Hispanic or Latinx,"Santa Fe, New Mexico",1991
Robert Frank,Swiss,Male,White,Not Hispanic or Latinx,"Sante Fe, New Mexico",1995
Robert Frank,Swiss,Male,White,Not Hispanic or Latinx,"Santa Fe, New Mexico",2001
Robert Frank,Swiss,Male,White,Not Hispanic or Latinx,"Drug Store, Detroit",2007
Robert Frank,Swiss,Male,White,Not Hispanic or Latinx,"Drug Store, Detroit",2011
Robert Indiana,American,Male,White,Not Hispanic or Latinx,The Demuth Five,1969
Robert Indiana,American,Male,White,Not Hispanic or Latinx,The Demuth Five,1977
Robert Indiana,American,Male,White,Not Hispanic or Latinx,The Demuth Five,1986
Robert Indiana,American,Male,White,Not Hispanic or Latinx,The Demuth Five,1991
Romare Bearden,American,Male,Black or African American,Not Hispanic or Latinx,The Prevalence of Ritual: Baptism,1995
Romare Bearden,American,Male,Black or African American,Not Hispanic or Latinx,The Prevalence of Ritual: Baptism,2001
Romare Bearden,American,Male,Black or African American,Not Hispanic or Latinx,The Prevalence of Ritual: Baptism,2007
Romare Bearden,American,Male,Black or African American,Not Hispanic or Latinx,The Prevalence of Ritual: Baptism,2011
Rosa Bonheur,French,Female,White,Not Hispanic or Latinx,Plowing in the Nivernais,1986
Rosa Bonheur,French,Female,White,Not Hispanic or Latinx,Plowing in the Nivernais,1991
Rosa Bonheur,French,Female,White,Not Hispanic or Latinx,Plowing in the Nivernais,1995
Rosa Bonheur,French,Female,White,Not Hispanic or Latinx,Plowing in the Nivernais,2001
Rosa Bonheur,French,Female,White,Not Hispanic or Latinx,Plowing in the Nivernais,2007
Rosa Bonheur,French,Female,White,Not Hispanic or Latinx,Plowing in the Nivernais,2011
Roy Lichtenstein,American,Male,White,Not Hispanic or Latinx,Girl at Piano,1969
Roy Lichtenstein,American,Male,White,Not Hispanic or Latinx,Girl at Piano,1977
Roy Lichtenstein,American,Male,White,Not Hispanic or Latinx,Girl at Piano,1986
Roy Lichtenstein,American,Male,White,Not Hispanic or Latinx,Girl at Piano,1991
Roy Lichtenstein,American,Male,White,Not Hispanic or Latinx,Drowning Girl,1995
Roy Lichtenstein,American,Male,White,Not Hispanic or Latinx,Drowning Girl,2001
Roy Lichtenstein,American,Male,White,Not Hispanic or Latinx,Drowning Girl,2007
Roy Lichtenstein,American,Male,White,Not Hispanic or Latinx,Drowning Girl,2011
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,Return of Ulysses,1963
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,Return of Ulysses,1969
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,Return of Ulysses,1977
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,The Persistence of Memory,1986
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,The Persistence of Memory,1991
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,The Persistence of Memory,1995
