Artist,Title,Year,Nationality,Gender,Race,Ethnicity
Jean Auguste Dominique Ingres,Paganini,2001,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Apotheosis of Homer,2005,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Grande Odalisque,2005,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Apotheosis of Homer,2009,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Grande Odalisque,2009,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Apotheosis of Homer,2013,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Grande Odalisque,2013,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Apothesis of Homer,2016,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Grande Odalisque,2016,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Apotheosis of Homer,2020,French,Male,White,Not Hispanic or Latinx
Jean Auguste Dominique Ingres,Grande Odalisque,2020,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,"St. Salvi Church, Albi",1936,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,Interrupted Reading,1936,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,The Port of La Rochelle,1959,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,The Harbor of La Rochelle,1970,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,The Harbor of La Rochelle,1975,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,The Harbor of La Rochelle,1980,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,The Harbor of La Rochelle,1986,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,The Harbor of La Rochelle,1991,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,The Harbor of La Rochelle,1996,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Camille Corot,The Harbor of La Rochelle,2001,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Village Brtothal,1959,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Return of the Prodigal Son,1970,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Return of the Prodigal Son,1975,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Return of the Prodigal Son,1980,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Return of the Prodigal Son,1986,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Son Punished,1991,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Village Bride,1996,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Village Bride,2001,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,The Village Bride,2005,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,Village Bride,2009,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,Village Bride,2013,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,Village Bride,2016,French,Male,White,Not Hispanic or Latinx
Jean Baptiste Greuze,Village Bride,2020,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,"Nude, Olympia",1970,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,"Nude, Olympia",1975,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,Olympia,1980,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,Vie Inquiète,1996,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,Vie Inquiète,2001,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,Vie Inquiète,2005,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,Vie Inquiète,2009,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,Vie Inquiète,2013,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,Vie Inquiète,2016,French,Male,White,Not Hispanic or Latinx
Jean Dubuffet,Vie Inquiète (Uneasy Life),2020,French,Male,White,Not Hispanic or Latinx
Jean François Millet,Sower,1926,French,Male,White,Not Hispanic or Latinx
Jean François Millet,Sower,1936,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,1959,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,1970,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,1975,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,1980,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,1986,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,1991,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,1996,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,2001,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,2005,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,2009,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,2013,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,2016,French,Male,White,Not Hispanic or Latinx
Jean François Millet,The Gleaners,2020,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,1970,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,1975,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,1980,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,1986,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,1991,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,1996,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,2001,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,2005,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,2009,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,2013,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,2016,French,Male,White,Not Hispanic or Latinx
Jean Honoré Fragonard,The Swing,2020,French,Male,White,Not Hispanic or Latinx
Jean Louis Ernest Meissonier,The Palace of the Tuileries after the Commune,1980,French,Male,White,Not Hispanic or Latinx
Jean-Baptiste Chardin,Still Life,1959,French,Male,White,Not Hispanic or Latinx
Jean-Baptiste Chardin,Grace at Table,1996,French,Male,White,Not Hispanic or Latinx
Jean-Léon Gérôme,Thumbs Down ! (Pollice Verso),1970,French,Male,White,Not Hispanic or Latinx
Jean-Léon Gérôme,Thumbs Down! (Pollice Verso),1975,French,Male,White,Not Hispanic or Latinx
Jean-Léon Gérôme,Thumbs Down! (Pollice Verso),1980,French,Male,White,Not Hispanic or Latinx
Jean-Léon Gérôme,Thumbs Down ! (Pollice Verso),1986,French,Male,White,Not Hispanic or Latinx
Jean-Léon Gérôme,Pollice Verso (Thumbs Down!),1991,French,Male,White,Not Hispanic or Latinx
Jean-Léon Gérôme,Thumbs Down! (Pollice Verso),1996,French,Male,White,Not Hispanic or Latinx
Jean-Michel Basquiat,Horn Players,2013,American,Male,Black or African American,Not Hispanic or Latinx
Jean-Michel Basquiat,Horn Players,2016,American,Male,Black or African American,Not Hispanic or Latinx
Jean-Michel Basquiat,Horn Players,2020,American,Male,Black or African American,Not Hispanic or Latinx
Jenny Saville,Branded,2013,British,Female,White,Not Hispanic or Latinx
Jenny Saville,Branded,2016,British,Female,White,Not Hispanic or Latinx
Jenny Saville,Branded,2020,British,Female,White,Not Hispanic or Latinx
Joan Miró,Composition,1948,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Composition,1959,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,1970,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,1975,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,1980,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,1986,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,1991,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,1996,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,2001,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,2005,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,2009,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,2013,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,2016,Spanish,Male,White,Hispanic or Latinx
Joan Miró,Painting,2020,Spanish,Male,White,Hispanic or Latinx
Joan Mitchell,Untitled,2016,American,Female,White,Not Hispanic or Latinx
Joan Mitchell,Untitled,2020,American,Female,White,Not Hispanic or Latinx
Joanne Leonard,Julian and the Window of Vulnerability,1991,American,Female,White,Not Hispanic or Latinx
Johann Zoffany,Charles Towneley in His Gallery,1980,German,Male,White,Not Hispanic or Latinx
John Constable,Hay Wain,1926,British,Male,White,Not Hispanic or Latinx
John Constable,Hay Wain,1936,British,Male,White,Not Hispanic or Latinx
John Constable,Hay Wain,1948,British,Male,White,Not Hispanic or Latinx
John Constable,The Hay Wain,1959,British,Male,White,Not Hispanic or Latinx
John Constable,Salisbury Cathedral from the Bishop's Garden,1970,British,Male,White,Not Hispanic or Latinx
John Constable,Salisbury Cathedral from the Bishop's Garden,1975,British,Male,White,Not Hispanic or Latinx
John Constable,The Haywain,1980,British,Male,White,Not Hispanic or Latinx
John Constable,The Haywain,1986,British,Male,White,Not Hispanic or Latinx
John Constable,The Haywain,1991,British,Male,White,Not Hispanic or Latinx
John Constable,The Haywain,1996,British,Male,White,Not Hispanic or Latinx
John Constable,The Haywain,2001,British,Male,White,Not Hispanic or Latinx
John Constable,The Haywain,2005,British,Male,White,Not Hispanic or Latinx
John Constable,The Haywain,2009,British,Male,White,Not Hispanic or Latinx
John Constable,The Haywain,2013,British,Male,White,Not Hispanic or Latinx
John Constable,The Hay Wain,2016,British,Male,White,Not Hispanic or Latinx
John Constable,The Hay Wain,2020,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,1980,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,1986,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,1991,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,1996,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,2001,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,2005,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,2009,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,2013,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,2016,British,Male,White,Not Hispanic or Latinx
John Everett Millais,Ophelia,2020,British,Male,White,Not Hispanic or Latinx
John Flaxman,Electra Leading Procession to Agamemnon's Tomb,1980,British,Male,White,Not Hispanic or Latinx
John Flaxman,Electra Leading the Procession to Agamemnon's Tomb,1986,British,Male,White,Not Hispanic or Latinx
John Flaxman,Electra Leading the Procession to Agamemnon's Tomb,1996,British,Male,White,Not Hispanic or Latinx
John H. Twachtman,Snow-Bound,1936,American,Male,White,Not Hispanic or Latinx
John James Audubon,Gyrfalcon from The Birds of North America,1991,American,Male,White,Not Hispanic or Latinx
John Marin,Maine Islands,1948,American,Male,White,Not Hispanic or Latinx
John Marin,Maine Islands,1959,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,Mrs. Swinton,1926,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,Mrs. Swinton,1936,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Wyndham Sisters,1948,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Wyndham Sisters,1959,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,1980,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,1986,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,1991,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,1996,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,2001,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,2005,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,2009,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,Daughters of Edward Darley Boit,2013,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,2016,American,Male,White,Not Hispanic or Latinx
John Singer Sargent,The Daughters of Edward Darley Boit,2020,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Lady Wentworth,1936,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Lady Wentworth,1948,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Mrs. Thomas Boylston,1959,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,The Portrait of Paul Revere,1991,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Paul Revere,1996,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Portrait of Paul Revere,2001,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Portrait of Paul Revere,2005,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Portrait of Paul Revere,2009,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Paul Revere,2013,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Paul Revere,2016,American,Male,White,Not Hispanic or Latinx
John Singleton Copley,Paul Revere,2020,American,Male,White,Not Hispanic or Latinx
John Sloan,"Backyards, Greenwich Village",1936,American,Male,White,Not Hispanic or Latinx
John Sloan,"Backyards, Greenwich Village",1948,American,Male,White,Not Hispanic or Latinx
John Sloan,"Sunday, Women Drying Their Hair",1959,American,Male,White,Not Hispanic or Latinx
John Sloan,"Sixth Avenue and 30th Street, 1907",2005,American,Male,White,Not Hispanic or Latinx
John Sloan,"Sixth Avenue and 30th Street, 1907",2009,American,Male,White,Not Hispanic or Latinx
John Sloan,"Sixth Avenue and 30th Street, 1907",2013,American,Male,White,Not Hispanic or Latinx
John Sloan,"Sixth Avenue and Thirtieth Street, New York City",2016,American,Male,White,Not Hispanic or Latinx
John Sloan,"Sixth Avenue and Thirtieth Street, New York City",2020,American,Male,White,Not Hispanic or Latinx
John Smibert,The Bermuda Group (Bishop Berkeley and his Entourage),1959,American,Male,White,Not Hispanic or Latinx
José Clemente Orozco,The Barricade,1948,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Man in Four Aspects,1948,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Man in Four Aspects,1959,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Hispano-America,1980,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Hispano-America,1986,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Epic of American Civilization: Hispano-America,1991,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Epic of American Civilization: Hispano-America,1996,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Epic of American Civilization: Hispano-America (panel 16),2001,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Epic of American Civilization: Hispano-America (panel 16),2005,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Epic of American Civilization: Hispano-America (panel 16),2009,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Epic of American Civilization: Hispano-America (panel 16),2013,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Epic of American Civilization: Hispano-America,2016,Mexican,Male,White,Hispanic or Latinx
José Clemente Orozco,Epic of American Civilization: Hispano-America,2020,Mexican,Male,White,Hispanic or Latinx
José Guadalupe Posada,Calavera: Don Quixote,1948,Mexican,Male,White,Hispanic or Latinx
José Guadalupe Posada,Calavera: Don Quixote,1959,Mexican,Male,White,Hispanic or Latinx
José María Velasco ,Valley of Mexico from the Hill of Tepeyac,1948,Mexican,Male,White,Hispanic or Latinx
José Sabogal,Varáyoc (Indian Mayor) of Chincheros,1948,Peruvian,Male,White,Hispanic or Latinx
Josef Albers,Homage to the Square,2001,German,Male,White,Not Hispanic or Latinx
Josef Albers,"Homage to the Square: ""Ascending""",2005,German,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,Fighting Téméraire,1926,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,Fighting Téméraire,1936,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,Téméraire,1948,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Fighting Téméraire,1959,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Fighting Téméraire,1970,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,Fighting Téméraire,1975,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,1980,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,1986,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,1991,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,1996,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,2001,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,2005,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,2009,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,2013,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,2016,British,Male,White,Not Hispanic or Latinx
Joseph Mallord William Turner,The Slave Ship,2020,British,Male,White,Not Hispanic or Latinx
Joseph Pickett,"Council Tree, Coryell's Ferry, New Hope, Pennsylvania",1936,American,Male,White,Not Hispanic or Latinx
Joseph Pickett,"George Washington under Council Tree, Coryell's Ferry, New Hope, Pennsylvania",1948,American,Male,White,Not Hispanic or Latinx
Joseph Stella,Brooklyn Bridge,1959,Italian-American,Male,White,Not Hispanic or Latinx
Joseph Wright of Derby,A Philosopher Giving a Lecture at the Orrery (in which is put in place of the sun),1991,British,Male,White,Not Hispanic or Latinx
Joseph Wright of Derby,A Philosopher Giving a Lecture at the Orrery (in which is put in place of the sun),1996,British,Male,White,Not Hispanic or Latinx
Joseph Wright of Derby,A Philosopher Giving a Lecture at the Orrery (in which is put in place of the sun),2001,British,Male,White,Not Hispanic or Latinx
Joseph Wright of Derby,A Philosopher Giving a Lecture at the Orrery (in which is put in place of the sun),2005,British,Male,White,Not Hispanic or Latinx
Joseph Wright of Derby,A Philosopher Giving a Lecture at the Orrery (in which is put in place of the sun),2009,British,Male,White,Not Hispanic or Latinx
Joseph Wright of Derby,A Philosopher Giving a Lecture at the Orrery (in which is put in place of the sun),2013,British,Male,White,Not Hispanic or Latinx
Joseph Wright of Derby,A Philosopher Giving a Lecture at the Orrery,2016,British,Male,White,Not Hispanic or Latinx
Joseph Wright of Derby,A Philosopher Giving a Lecture on an Orrery,2020,British,Male,White,Not Hispanic or Latinx
Joshua Reynolds,Lord Heathfield,1970,British,Male,White,Not Hispanic or Latinx
Joshua Reynolds,Lord Heathfield,1975,British,Male,White,Not Hispanic or Latinx
Joshua Reynolds,Lord Heathfield,1980,British,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,Lemuel Shaw,1959,American,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,"Early Operation under Ether, Massachusetts General Hospital",1991,American,Male,White,Not Hispanic or Latinx
Albert Sands Southworth,"Early Operation under Ether, Massachusetts General Hospital",1991,American,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,"Early Operation under Ether, Massachusetts General Hospital",1996,American,Male,White,Not Hispanic or Latinx
Albert Sands Southworth,"Early Operation under Ether, Massachusetts General Hospital",1996,American,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,"Early Operation under Ether, Massachusetts General Hospital",2001,American,Male,White,Not Hispanic or Latinx
Albert Sands Southworth,"Early Operation under Ether, Massachusetts General Hospital",2001,American,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,"Early Operation under Ether, Massachusetts General Hospital",2005,American,Male,White,Not Hispanic or Latinx
Albert Sands Southworth,"Early Operation under Ether, Massachusetts General Hospital",2005,American,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,"Early Operation under Ether, Massachusetts General Hospital",2009,American,Male,White,Not Hispanic or Latinx
Albert Sands Southworth,"Early Operation under Ether, Massachusetts General Hospital",2009,American,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,"Early Operation under Ether, Massachusetts General Hospital",2013,American,Male,White,Not Hispanic or Latinx
Albert Sands Southworth,"Early Operation under Ether, Massachusetts General Hospital",2013,American,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,"Early Operation under Ether, Massachusetts General Hospital",2016,American,Male,White,Not Hispanic or Latinx
Albert Sands Southworth,"Early Operation under Ether, Massachusetts General Hospital",2016,American,Male,White,Not Hispanic or Latinx
Josiah Johnson Hawes,"Early Operation under Ether, Massachusetts General Hospital",2020,American,Male,White,Not Hispanic or Latinx
Albert Sands Southworth,"Early Operation under Ether, Massachusetts General Hospital",2020,American,Male,White,Not Hispanic or Latinx
Jules Bastien-Lepage,Joan of Arc,1980,French,Male,White,Not Hispanic or Latinx
Jules Bastien-Lepage,Joan of Arc,1986,French,Male,White,Not Hispanic or Latinx
Jules Bastien-Lepage,Joan of Arc,1996,French,Male,White,Not Hispanic or Latinx
Julia Codesido,Indian Women before a Chapel,1948,Peruvian,Female,White,Hispanic or Latinx
Julia Margaret Cameron,Sir John Herschel,1959,British,Female,White,Not Hispanic or Latinx
Julia Margaret Cameron,Ophelia,2005,British,Female,White,Not Hispanic or Latinx
Julia Margaret Cameron,Ophelia,2009,British,Female,White,Not Hispanic or Latinx
Julia Margaret Cameron,Ophelia,2013,British,Female,White,Not Hispanic or Latinx
Julia Margaret Cameron,Ophelia,2016,British,Female,White,Not Hispanic or Latinx
Julia Margaret Cameron,Ophelia,2020,British,Female,White,Not Hispanic or Latinx
Julian Schnabel,The Walk Home,1996,American,Male,White,Not Hispanic or Latinx
Julian Schnabel,The Walk Home,2001,American,Male,White,Not Hispanic or Latinx
Julian Schnabel,The Walk Home,2005,American,Male,White,Not Hispanic or Latinx
Julian Schnabel,The Walk Home,2009,American,Male,White,Not Hispanic or Latinx
Julian Schnabel,The Walk Home,2013,American,Male,White,Not Hispanic or Latinx
Julian Schnabel,The Walk Home,2016,American,Male,White,Not Hispanic or Latinx
Julian Schnabel,The Walk Home,2020,American,Male,White,Not Hispanic or Latinx
Kamol Tassananchalee,"Buddha Footprint, Nang-Yai Series II",2001,Thai,Male,Asian,Not Hispanic or Latinx
Kano Hogai,Bodhisattva Kannon,2013,Japanese,Male,Asian,Not Hispanic or Latinx
Kano Hogai,Bodhisattva Kannon,2016,Japanese,Male,Asian,Not Hispanic or Latinx
Kano Hogai,Bodhisattva Kannon,2020,Japanese,Male,Asian,Not Hispanic or Latinx
Karl Bodmer,Mandan Chief Mato-Tope,1975,Swiss-French,Male,White,Not Hispanic or Latinx
Karl Bodmer,Hidatsa Warrior Pehriska-Ruhpa (Two Ravens),2001,Swiss-French,Male,White,Not Hispanic or Latinx
Karl Bodmer,Hidatsa Warrior Pehriska-Ruhpa (Two Ravens),2005,Swiss-French,Male,White,Not Hispanic or Latinx
Karl Bodmer,Hidatsa Warrior Pehriska-Ruhpa (Two Ravens),2009,Swiss-French,Male,White,Not Hispanic or Latinx
Karl Bodmer,Hidatsa Warrior Pehriska-Ruhpa (Two Ravens),2013,Swiss-French,Male,White,Not Hispanic or Latinx
Karl Bodmer,Hidatsa Warrior Pehriska-Ruhpa (Two Ravens),2016,Swiss-French,Male,White,Not Hispanic or Latinx
Karl Bodmer,Hidatsa Warrior Pehriska-Ruhpa,2020,Swiss-French,Male,White,Not Hispanic or Latinx
Käthe Kollwitz,Memorial to Karl Liebknecht,1970,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Memorial to Karl Liebknecht,1975,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Memorial to Karl Liebknecht,1980,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Memorial to Karl Liebknecht,1986,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,The Outbreak,1991,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Memorial to Karl Liebknecht,1996,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Memorial to Karl Liebknecht,2001,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Woman with Dead Child,2005,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Woman with Dead Child,2009,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Woman with Dead Child,2013,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Woman with Dead Child,2016,German,Female,White,Not Hispanic or Latinx
Käthe Kollwitz,Woman with Dead Child,2020,German,Female,White,Not Hispanic or Latinx
Katsushika Hokusai,The Great Wave off Kanagawa,2001,Japanese,Male,Asian,Not Hispanic or Latinx
Katsushika Hokusai,The Great Wave off Kanagawa,2005,Japanese,Male,Asian,Not Hispanic or Latinx
Katsushika Hokusai,The Great Wave off Kanagawa,2009,Japanese,Male,Asian,Not Hispanic or Latinx
Katsushika Hokusai,The Great Wave off Kanagawa,2013,Japanese,Male,Asian,Not Hispanic or Latinx
Katsushika Hokusai,The Great Wave off Kanagawa,2016,Japanese,Male,Asian,Not Hispanic or Latinx
Katsushika Hokusai,"The Great Wave off Kanagawa, from Thirty-six Views of Mount Fuji",2020,Japanese,Male,Asian,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: White on White,1970,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: White on White,1975,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: White on White,1980,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: White on White,1986,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: Aeroplane Flying,1991,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: Aeroplane Flying,1996,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: Airplane Flying,2001,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: Airplane Flying,2005,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: Airplane Flying,2009,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: Airplane Flying,2013,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: Airplane Flying,2016,Russian,Male,White,Not Hispanic or Latinx
Kazimir Malevich,Suprematist Composition: Airplane Flying,2020,Russian,Male,White,Not Hispanic or Latinx
Kehinde Wiley,Napoleon Leading the Army over the Alps,2013,American,Male,Black or African American,Not Hispanic or Latinx
Kehinde Wiley,Napoleon Leading the Army over the Alps,2016,American,Male,Black or African American,Not Hispanic or Latinx
Kehinde Wiley,Napoleon Leading the Army over the Alps,2020,American,Male,Black or African American,Not Hispanic or Latinx
Kerry James Marshall,De Style,2020,American,Male,Black or African American,Not Hispanic or Latinx
Kurt Schwitters,Merz Picture 19,1959,German,Male,White,Not Hispanic or Latinx
Kurt Schwitters,Merz Picture 19,1970,German,Male,White,Not Hispanic or Latinx
Kurt Schwitters,Merz Picture 19,1975,German,Male,White,Not Hispanic or Latinx
Kurt Schwitters,Merz Picture 19,1980,German,Male,White,Not Hispanic or Latinx
